TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
CLASSES - FIF;34.799.162/0001-53;;BOCOM BBM CORPORATE CREDIT FIF - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;15.54
CLASSES - FIF;34.799.162/0001-53;;BOCOM BBM CORPORATE CREDIT FIF - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA;2025-07-31;Títulos de crédito privado;40.87
CLASSES - FIF;34.799.186/0001-02;;BOCOM BBM CORPORATE CREDIT FIF - CIC RF CRED PRIV - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;4.89
CLASSES - FIF;34.799.186/0001-02;;BOCOM BBM CORPORATE CREDIT FIF - CIC RF CRED PRIV - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;38.33
CLASSES - FIF;34.799.186/0001-02;;BOCOM BBM CORPORATE CREDIT FIF - CIC RF CRED PRIV - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;15.29
CLASSES - FIF;34.799.186/0001-02;;BOCOM BBM CORPORATE CREDIT FIF - CIC RF CRED PRIV - RESP LIMITADA;2025-07-31;Títulos de crédito privado;40.89
CLASSES - FIF;34.799.186/0001-02;;BOCOM BBM CORPORATE CREDIT FIF - CIC RF CRED PRIV - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.60
CLASSES - FIF;34.831.200/0001-08;;CSHG PORTFOLIO IBOVESPA PLUS FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Outras Cotas de Fundos de Investimento;100.01
CLASSES - FIF;34.831.200/0001-08;;CSHG PORTFOLIO IBOVESPA PLUS FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Outros;0.07
CLASSES - FIF;35.167.346/0001-63;;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2025-07-31;Acões;70.45
CLASSES - FIF;35.167.346/0001-63;;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2025-07-31;Derivativos;9.51
CLASSES - FIF;35.167.346/0001-63;;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2025-07-31;Operacões compromissadas lastreadas em títulos privados;0.00
CLASSES - FIF;35.167.346/0001-63;;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2025-07-31;Operacões compromissadas lastreadas em títulos públicos federais;19.67
CLASSES - FIF;35.167.346/0001-63;;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2025-07-31;Outras Cotas de Fundos de Investimento;0.99
CLASSES - FIF;35.502.496/0001-86;;ESH PROSPERA FUNDO DE INVESTIMENTO EM AÇÕES;2025-07-31;Acões;98.51
CLASSES - FIF;35.502.496/0001-86;;ESH PROSPERA FUNDO DE INVESTIMENTO EM AÇÕES;2025-07-31;Depósito a prazo e outros títulos de instituições financeiras;0.23
CLASSES - FIF;35.502.496/0001-86;;ESH PROSPERA FUNDO DE INVESTIMENTO EM AÇÕES;2025-07-31;Operacões compromissadas lastreadas em títulos privados;0.00
CLASSES - FIF;35.502.496/0001-86;;ESH PROSPERA FUNDO DE INVESTIMENTO EM AÇÕES;2025-07-31;Operacões compromissadas lastreadas em títulos públicos federais;1.26
CLASSES - FIF;35.502.496/0001-86;;ESH PROSPERA FUNDO DE INVESTIMENTO EM AÇÕES;2025-07-31;Títulos Públicos federais;0.00
CLASSES - FIF;35.587.562/0001-68;;SUL AMÉRICA SELECTION MASTER I FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Ações;97.03
CLASSES - FIF;35.587.562/0001-68;;SUL AMÉRICA SELECTION MASTER I FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;5.41
CLASSES - FIF;35.600.780/0001-95;;VINCI ATLAS INSTITUCIONAL FIF - CIC MULTIMERCADO -  RESPONSABILIDADE LIMITADA;2025-07-31;Ações;3.20
CLASSES - FIF;35.600.780/0001-95;;VINCI ATLAS INSTITUCIONAL FIF - CIC MULTIMERCADO -  RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.76
CLASSES - FIF;35.600.780/0001-95;;VINCI ATLAS INSTITUCIONAL FIF - CIC MULTIMERCADO -  RESPONSABILIDADE LIMITADA;2025-07-31;Investimento no exterior;17.37
CLASSES - FIF;35.600.780/0001-95;;VINCI ATLAS INSTITUCIONAL FIF - CIC MULTIMERCADO -  RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;9.01
CLASSES - FIF;35.600.780/0001-95;;VINCI ATLAS INSTITUCIONAL FIF - CIC MULTIMERCADO -  RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;69.95
CLASSES - FIF;35.636.871/0001-80;;VINCI TOTAL RETURN FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;93.01
CLASSES - FIF;35.636.871/0001-80;;VINCI TOTAL RETURN FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.97
CLASSES - FIF;35.636.871/0001-80;;VINCI TOTAL RETURN FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;-10.88
CLASSES - FIF;35.636.871/0001-80;;VINCI TOTAL RETURN FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;14.41
CLASSES - FIF;35.636.909/0001-15;;VINCI TOTAL RETURN FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Ações;93.09
CLASSES - FIF;35.636.909/0001-15;;VINCI TOTAL RETURN FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.97
CLASSES - FIF;35.636.909/0001-15;;VINCI TOTAL RETURN FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Derivativos;-10.89
CLASSES - FIF;35.636.909/0001-15;;VINCI TOTAL RETURN FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;14.51
CLASSES - FIF;35.726.741/0001-39;;TARPON GT INSTITUCIONAL I FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Ações;102.31
CLASSES - FIF;35.726.741/0001-39;;TARPON GT INSTITUCIONAL I FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;1.40
CLASSES - FIF;35.726.741/0001-39;;TARPON GT INSTITUCIONAL I FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;0.00
CLASSES - FIF;35.726.741/0001-39;;TARPON GT INSTITUCIONAL I FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;0.17
CLASSES - FIF;35.726.741/0001-39;;TARPON GT INSTITUCIONAL I FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Títulos Públicos Federais;0.44
CLASSES - FIF;35.806.167/0001-29;;POLYFACE FUNDO DE INVESTIMENTO MULTIMERCADO;2025-07-31;Ações;0.00
CLASSES - FIF;35.806.167/0001-29;;POLYFACE FUNDO DE INVESTIMENTO MULTIMERCADO;2025-07-31;Cotas de fundos de Investimento;6.57
CLASSES - FIF;35.806.167/0001-29;;POLYFACE FUNDO DE INVESTIMENTO MULTIMERCADO;2025-07-31;Derivativos;15.20
CLASSES - FIF;35.806.167/0001-29;;POLYFACE FUNDO DE INVESTIMENTO MULTIMERCADO;2025-07-31;Outras Aplicações;0.20
CLASSES - FIF;35.806.167/0001-29;;POLYFACE FUNDO DE INVESTIMENTO MULTIMERCADO;2025-07-31;Titulos publicos federais;93.53
CLASSES - FIF;35.844.973/0001-91;;OBY LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;48.30
CLASSES - FIF;35.844.973/0001-91;;OBY LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;9.51
CLASSES - FIF;35.844.973/0001-91;;OBY LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;-27.13
CLASSES - FIF;35.844.973/0001-91;;OBY LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;11.85
CLASSES - FIF;35.844.973/0001-91;;OBY LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;50.46
CLASSES - FIF;35.844.975/0001-80;;OBY LONG SHORT FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;47.53
CLASSES - FIF;35.844.975/0001-80;;OBY LONG SHORT FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;-26.70
CLASSES - FIF;35.844.975/0001-80;;OBY LONG SHORT FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;14.30
CLASSES - FIF;35.844.975/0001-80;;OBY LONG SHORT FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;56.37
CLASSES - FIF;35.845.001/0001-11;;BRADESCO FOF ALOCAÇÃO FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;85.35
CLASSES - FIF;35.845.001/0001-11;;BRADESCO FOF ALOCAÇÃO FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;4.30
CLASSES - FIF;35.845.001/0001-11;;BRADESCO FOF ALOCAÇÃO FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;10.42
CLASSES - FIF;35.845.002/0001-66;;BRADESCO MULTIGESTORES SIRIUS FI FINANCEIRO - CIC MULT CRED PRIV - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;89.14
CLASSES - FIF;35.845.002/0001-66;;BRADESCO MULTIGESTORES SIRIUS FI FINANCEIRO - CIC MULT CRED PRIV - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;3.14
CLASSES - FIF;35.845.002/0001-66;;BRADESCO MULTIGESTORES SIRIUS FI FINANCEIRO - CIC MULT CRED PRIV - RESP LIMITADA;2025-07-31;Títulos públicos federais;7.62
CLASSES - FIF;35.845.044/0001-05;;CONEXÃO CLARITAS LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.29
CLASSES - FIF;35.845.044/0001-05;;CONEXÃO CLARITAS LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.45
CLASSES - FIF;35.845.044/0001-05;;CONEXÃO CLARITAS LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;1.22
CLASSES - FIF;35.845.046/0001-96;;BRADESCO CLARITAS LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.48
CLASSES - FIF;35.845.046/0001-96;;BRADESCO CLARITAS LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.13
CLASSES - FIF;35.845.046/0001-96;;BRADESCO CLARITAS LONG SHORT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.36
CLASSES - FIF;35.847.505/0001-70;;BRADESCO PRIVATE S&P 500 BRL FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Derivativos;99.81
CLASSES - FIF;35.847.505/0001-70;;BRADESCO PRIVATE S&P 500 BRL FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.32
CLASSES - FIF;35.847.505/0001-70;;BRADESCO PRIVATE S&P 500 BRL FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;88.07
CLASSES - FIF;35.847.901/0001-06;;BRADESCO FIF - CIC MULT  SIGMA - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;100.03
CLASSES - FIF;35.847.960/0001-76;;BRADESCO FIF - CIC MULTIMERCADO ÔMEGA - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.80
CLASSES - FIF;35.847.977/0001-23;;INDIE ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.54
CLASSES - FIF;35.847.977/0001-23;;INDIE ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.26
CLASSES - FIF;35.847.977/0001-23;;INDIE ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.70
CLASSES - FIF;35.848.004/0001-09;;LEBLON AÇÕES II ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.39
CLASSES - FIF;35.848.004/0001-09;;LEBLON AÇÕES II ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.23
CLASSES - FIF;35.848.004/0001-09;;LEBLON AÇÕES II ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.63
CLASSES - FIF;35.848.011/0001-00;;CONEXÃO ABSOLUTE PACE LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.87
CLASSES - FIF;35.848.011/0001-00;;CONEXÃO ABSOLUTE PACE LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.29
CLASSES - FIF;35.848.011/0001-00;;CONEXÃO ABSOLUTE PACE LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.80
CLASSES - FIF;35.848.014/0001-44;;DAHLIA TOTAL RETURN ÁGORA FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.60
CLASSES - FIF;35.848.014/0001-44;;DAHLIA TOTAL RETURN ÁGORA FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.11
CLASSES - FIF;35.848.014/0001-44;;DAHLIA TOTAL RETURN ÁGORA FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.31
CLASSES - FIF;35.848.026/0001-79;;CLARITAS VALOR FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.00
CLASSES - FIF;35.848.026/0001-79;;CLARITAS VALOR FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.23
CLASSES - FIF;35.848.026/0001-79;;CLARITAS VALOR FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.63
CLASSES - FIF;35.848.032/0001-26;;PACÍFICO ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;95.88
CLASSES - FIF;35.848.046/0001-40;;SHARP EQUITY VALUE INSTITUCIONAL FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.99
CLASSES - FIF;35.848.046/0001-40;;SHARP EQUITY VALUE INSTITUCIONAL FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.29
CLASSES - FIF;35.848.046/0001-40;;SHARP EQUITY VALUE INSTITUCIONAL FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.78
CLASSES - FIF;35.848.052/0001-05;;CANVAS ENDURO ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;97.50
CLASSES - FIF;35.848.052/0001-05;;CANVAS ENDURO ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.41
CLASSES - FIF;35.848.052/0001-05;;CANVAS ENDURO ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;1.12
CLASSES - FIF;35.848.055/0001-30;;CONEXÃO MOAT CAPITAL LONG BIAS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.29
CLASSES - FIF;35.848.055/0001-30;;CONEXÃO MOAT CAPITAL LONG BIAS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.17
CLASSES - FIF;35.848.055/0001-30;;CONEXÃO MOAT CAPITAL LONG BIAS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.46
CLASSES - FIF;35.848.058/0001-74;;CONEXÃO MOAT CAPITAL EQUITY HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.52
CLASSES - FIF;35.848.058/0001-74;;CONEXÃO MOAT CAPITAL EQUITY HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.12
CLASSES - FIF;35.848.058/0001-74;;CONEXÃO MOAT CAPITAL EQUITY HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.34
CLASSES - FIF;35.848.062/0001-32;;CONEXÃO ABSOLUTE HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.47
CLASSES - FIF;35.848.062/0001-32;;CONEXÃO ABSOLUTE HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.11
CLASSES - FIF;35.848.062/0001-32;;CONEXÃO ABSOLUTE HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.30
CLASSES - FIF;35.848.079/0001-90;;NEO MULTI ESTRATÉGIA 30 ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.23
CLASSES - FIF;35.848.079/0001-90;;NEO MULTI ESTRATÉGIA 30 ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.15
CLASSES - FIF;35.848.079/0001-90;;NEO MULTI ESTRATÉGIA 30 ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.42
CLASSES - FIF;35.868.808/0001-70;;BANESTES FUNSES FIF MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 555;2.28
CLASSES - FIF;35.868.808/0001-70;;BANESTES FUNSES FIF MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;6.22
CLASSES - FIF;35.868.808/0001-70;;BANESTES FUNSES FIF MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;18.83
CLASSES - FIF;35.868.808/0001-70;;BANESTES FUNSES FIF MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de crédito privado;4.05
CLASSES - FIF;35.868.808/0001-70;;BANESTES FUNSES FIF MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;68.63
CLASSES - FIF;35.998.413/0001-91;;BANESTES DIVIDENDOS FIC DE FIF DE AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 555;98.87
CLASSES - FIF;35.998.413/0001-91;;BANESTES DIVIDENDOS FIC DE FIF DE AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.91
CLASSES - FIF;35.998.413/0001-91;;BANESTES DIVIDENDOS FIC DE FIF DE AÇÕES RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;1.11
CLASSES - FIF;36.083.510/0001-17;;CLUBE DO VALOR MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-07-31;Cotas de Fundos de Investimento 409;0.00
CLASSES - FIF;36.083.510/0001-17;;CLUBE DO VALOR MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-07-31;DepÃ³sitos a Prazo e Outros TÃ­tulos de InstituiÃ§Ãµes Financeiras;0.00
CLASSES - FIF;36.083.510/0001-17;;CLUBE DO VALOR MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-07-31;OperaÃ§Ãµes Compromissadas Lastreadas em TÃ­tulos PÃºblicos Federais;0.00
CLASSES - FIF;36.083.510/0001-17;;CLUBE DO VALOR MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-07-31;TÃ­tulos de CrÃ©dito Privado;0.00
CLASSES - FIF;36.083.510/0001-17;;CLUBE DO VALOR MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-07-31;TÃ­tulos PÃºblicos Federais;0.00
CLASSES - FIF;36.347.706/0001-71;;BANESTES INVEST PUBLIC AUTOMÁTICO FIF RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;90.96
CLASSES - FIF;36.352.662/0001-78;;ARX INCOME MASTER FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Ações;96.96
CLASSES - FIF;36.352.662/0001-78;;ARX INCOME MASTER FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;2.36
FI;36.443.522/0001-05;;INTER CORPORATE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;2025-07-31;Depósitos a Prazo e Outros Títulos de Instituições Financeiras;59.69
FI;36.443.522/0001-05;;INTER CORPORATE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;1.53
FI;36.443.522/0001-05;;INTER CORPORATE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;2025-07-31;Títulos de Crédito Privado;11.79
FI;36.443.522/0001-05;;INTER CORPORATE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;2025-07-31;Títulos Públicos Federais;24.30
FI;36.443.587/0001-50;;INTER ACCESS LEGACY CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTI;2025-07-31;Cotas de Fundos de Investimento 555;97.25
FI;36.443.587/0001-50;;INTER ACCESS LEGACY CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTI;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;2.85
CLASSES - FIF;36.499.392/0001-22;;TARPON US EQUITIES INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;0.53
CLASSES - FIF;36.499.392/0001-22;;TARPON US EQUITIES INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;0.02
CLASSES - FIF;36.499.392/0001-22;;TARPON US EQUITIES INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Cotas de Fundos de Investimento;18.47
CLASSES - FIF;36.521.750/0001-56;;ICATU VANGUARDA CRÉDITO PRIVADO INSTITUCIONAL FIF CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;8.36
CLASSES - FIF;36.521.750/0001-56;;ICATU VANGUARDA CRÉDITO PRIVADO INSTITUCIONAL FIF CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;25.97
CLASSES - FIF;36.521.750/0001-56;;ICATU VANGUARDA CRÉDITO PRIVADO INSTITUCIONAL FIF CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;10.87
CLASSES - FIF;36.521.750/0001-56;;ICATU VANGUARDA CRÉDITO PRIVADO INSTITUCIONAL FIF CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA;2025-07-31;Títulos de crédito privado;49.27
CLASSES - FIF;36.521.750/0001-56;;ICATU VANGUARDA CRÉDITO PRIVADO INSTITUCIONAL FIF CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA;2025-07-31;Títulos públicos federais;5.45
CLASSES - FIF;36.521.777/0001-49;;BRADESCO CEDRO LONG BIAS IQ FIF - CIC DE AÇÕES - RESP LIMITADA;2025-07-31;Ações;53.37
